order_id,user_id,product_id,order_date,quantity,amount,payment
O022732,U07818,P0087,2025-05-28,4,35.5,Wechat
O022733,U06545,P0184,2025-03-21,1,57.49,Wechat
O022734,U00456,P0122,2025-06-05,1,40.65,CreditCard
O022735,U05427,P0051,2025-01-04,4,8.26,CreditCard
O022736,U02737,P0187,2025-03-31,1,22.75,CreditCard
O022737,U00874,P0117,2025-05-26,1,10.59,CreditCard
O022738,U00475,P0085,2025-04-14,2,13.58,Wechat
O022739,U02466,P0121,2025-04-29,2,79.22,Alipay
O022740,U08643,P0055,2025-03-03,1,29.74,CreditCard
O022741,U09540,P0044,2025-02-22,2,86.26,CreditCard
O022742,U06850,P0167,2025-05-02,1,30.46,CreditCard
O022743,U03986,P0029,2025-01-25,2,66.53,Wechat
O022744,U08830,P0197,2025-05-15,3,21.84,Wechat
O022745,U05753,P0098,2025-02-28,1,12.55,CreditCard
O022746,U04539,P0155,2025-05-22,1,39.13,Wechat
O022747,U03855,P0131,2025-04-26,2,33.98,CreditCard
O022748,U04958,P0108,2025-01-21,4,24.0,Alipay
O022749,U06541,P0121,2025-02-28,2,31.96,Alipay
O022750,U01779,P0066,2025-01-29,2,15.28,CreditCard
O022751,U03911,P0023,2025-01-15,2,45.94,Alipay
O022752,U05916,P0048,2025-03-19,1,62.53,CreditCard
O022753,U01619,P0021,2025-05-08,2,63.83,Alipay
O022754,U05002,P0025,2025-05-08,4,73.73,CreditCard
O022755,U07340,P0044,2025-02-03,4,63.27,Alipay
O022756,U00820,P0025,2025-03-18,3,8.83,CreditCard
O022757,U07400,P0158,2025-03-23,3,100.42,Alipay
O022758,U05482,P0130,2025-04-15,4,53.82,CreditCard
O022759,U00401,P0038,2025-03-18,3,62.98,Alipay
O022760,U01776,P0114,2025-04-07,2,87.12,Wechat
O022761,U04436,P0158,2025-03-10,4,48.74,Alipay
O022762,U08336,P0078,2025-03-01,2,5.21,Alipay
O022763,U00449,P0038,2025-03-09,2,14.83,CreditCard
O022764,U06975,P0141,2025-05-25,3,48.35,Wechat
O022765,U08266,P0126,2025-05-27,1,17.43,Alipay
O022766,U08328,P0174,2025-06-28,1,77.51,Wechat
O022767,U03201,P0145,2025-05-15,1,43.04,CreditCard
O022768,U04977,P0177,2025-02-17,4,34.12,Wechat
O022769,U08444,P0168,2025-06-19,2,101.77,Wechat
O022770,U03073,P0035,2025-01-23,3,68.47,CreditCard
O022771,U09555,P0041,2025-04-17,4,86.48,CreditCard
O022772,U02489,P0140,2025-02-25,3,34.72,CreditCard
O022773,U07324,P0117,2025-05-16,1,37.78,Alipay
O022774,U08130,P0187,2025-05-19,3,66.43,Wechat
O022775,U05166,P0058,2025-02-01,1,22.62,Wechat
O022776,U07816,P0090,2025-03-01,1,44.0,Alipay
O022777,U09474,P0063,2025-03-05,2,78.56,CreditCard
O022778,U03114,P0007,2025-03-29,1,94.1,CreditCard
O022779,U08368,P0136,2025-04-23,3,58.97,Alipay
O022780,U04290,P0001,2025-02-27,2,41.39,Wechat
O022781,U01714,P0075,2025-04-29,3,9.75,CreditCard
O022782,U08275,P0129,2025-05-09,2,121.4,CreditCard
O022783,U03912,P0104,2025-04-12,3,70.27,Wechat
O022784,U06415,P0053,2025-05-16,2,30.07,Alipay
O022785,U03304,P0106,2025-03-16,4,18.69,Wechat
O022786,U00849,P0175,2025-06-21,2,40.07,Wechat
O022787,U04438,P0152,2025-03-16,3,86.64,Alipay
O022788,U00678,P0198,2025-04-29,2,102.81,Wechat
O022789,U06192,P0126,2025-06-18,4,21.02,CreditCard
O022790,U06806,P0164,2025-01-03,2,19.35,Alipay
O022791,U09164,P0068,2025-01-09,1,47.82,Wechat
O022792,U03401,P0137,2025-02-20,3,128.2,Alipay
O022793,U00223,P0198,2025-02-18,2,20.08,Alipay
O022794,U04058,P0008,2025-06-08,1,29.68,Alipay
O022795,U04376,P0097,2025-04-01,1,30.83,CreditCard
O022796,U07376,P0099,2025-01-20,2,30.43,Wechat
O022797,U00129,P0160,2025-01-14,1,9.82,Alipay
O022798,U02422,P0031,2025-05-25,2,30.82,Wechat
O022799,U08600,P0144,2025-01-27,4,143.09,Wechat
O022800,U02361,P0170,2025-02-24,3,43.58,Alipay
O022801,U00239,P0017,2025-02-25,3,48.54,Wechat
O022802,U09152,P0131,2025-03-05,3,77.27,Wechat
O022803,U06689,P0175,2025-05-24,2,35.23,Wechat
O022804,U06179,P0165,2025-06-04,4,61.42,CreditCard
O022805,U09937,P0044,2025-04-15,3,95.05,Wechat
O022806,U09360,P0031,2025-02-19,4,19.63,Wechat
O022807,U02922,P0043,2025-06-13,2,9.86,Alipay
O022808,U05790,P0114,2025-04-18,4,36.29,Alipay
O022809,U08869,P0057,2025-03-30,3,9.57,Wechat
O022810,U03403,P0168,2025-05-01,4,22.92,CreditCard
O022811,U09777,P0123,2025-03-24,1,29.92,CreditCard
O022812,U08319,P0159,2025-06-30,1,20.27,Alipay
O022813,U03881,P0185,2025-06-22,3,107.79,Alipay
O022814,U03915,P0137,2025-04-12,3,19.93,CreditCard
O022815,U05597,P0142,2025-01-26,2,27.25,Wechat
O022816,U04182,P0199,2025-01-30,4,96.69,Alipay
O022817,U09940,P0081,2025-05-25,4,38.79,CreditCard
O022818,U06883,P0141,2025-02-20,2,32.7,CreditCard
O022819,U03375,P0142,2025-02-24,4,19.62,CreditCard
O022820,U04009,P0198,2025-01-10,4,41.16,CreditCard
O022821,U04278,P0190,2025-04-05,4,28.7,Alipay
O022822,U09414,P0133,2025-02-09,2,25.02,Alipay
O022823,U04127,P0171,2025-06-07,1,81.4,Wechat
O022824,U04431,P0032,2025-01-31,2,34.57,CreditCard
O022825,U08423,P0193,2025-03-29,4,54.81,Alipay
O022826,U09239,P0031,2025-04-07,4,52.71,Alipay
O022827,U04813,P0007,2025-05-11,3,39.88,CreditCard
O022828,U09653,P0129,2025-01-26,4,23.54,CreditCard
O022829,U09667,P0040,2025-01-03,3,37.59,Wechat
O022830,U01317,P0135,2025-01-25,4,21.26,CreditCard
O022831,U00586,P0066,2025-01-22,2,61.99,Alipay
O022832,U09302,P0035,2025-06-15,2,40.21,Alipay
O022833,U03360,P0137,2025-05-22,1,38.73,Wechat
O022834,U00070,P0017,2025-05-15,2,3.19,Wechat
O022835,U00413,P0172,2025-05-06,2,31.84,Alipay
O022836,U04057,P0126,2025-06-25,2,26.82,Alipay
O022837,U03299,P0064,2025-05-03,1,77.74,CreditCard
O022838,U07301,P0129,2025-06-17,1,40.17,Wechat
O022839,U09719,P0011,2025-03-13,1,51.49,CreditCard
O022840,U09664,P0019,2025-04-12,1,65.69,CreditCard
O022841,U02947,P0063,2025-03-15,1,82.63,Wechat
O022842,U02630,P0051,2025-01-08,4,61.41,Alipay
O022843,U00628,P0073,2025-03-18,3,70.84,CreditCard
O022844,U08079,P0064,2025-01-31,4,33.35,Wechat
O022845,U07736,P0182,2025-05-05,4,25.47,Alipay
O022846,U01573,P0026,2025-03-05,2,99.33,CreditCard
O022847,U04075,P0017,2025-03-23,1,94.05,Alipay
O022848,U01708,P0094,2025-04-11,2,55.12,CreditCard
O022849,U07094,P0006,2025-03-02,3,49.31,Alipay
O022850,U01326,P0196,2025-06-03,4,84.02,Wechat
O022851,U04212,P0143,2025-02-28,2,40.33,Wechat
O022852,U06478,P0187,2025-03-14,4,35.73,Wechat
O022853,U08550,P0019,2025-06-19,2,16.31,CreditCard
O022854,U06374,P0114,2025-03-15,4,61.1,Wechat
O022855,U00541,P0080,2025-02-12,2,56.52,Alipay
O022856,U09809,P0038,2025-06-25,1,10.4,CreditCard
O022857,U08284,P0115,2025-02-22,3,56.12,CreditCard
O022858,U04828,P0176,2025-03-26,3,90.52,Wechat
O022859,U08050,P0125,2025-03-11,2,65.13,Alipay
O022860,U02792,P0064,2025-05-31,4,28.6,Wechat
O022861,U08898,P0034,2025-05-10,2,15.06,CreditCard
O022862,U08519,P0027,2025-03-19,4,27.9,CreditCard
O022863,U04543,P0147,2025-05-23,2,31.38,Alipay
O022864,U08968,P0083,2025-05-29,2,61.44,CreditCard
O022865,U02012,P0127,2025-03-10,4,40.94,Wechat
O022866,U08474,P0168,2025-04-14,2,36.97,Alipay
O022867,U03121,P0164,2025-03-07,2,49.06,Alipay
O022868,U02413,P0030,2025-05-24,3,11.89,CreditCard
O022869,U01333,P0190,2025-01-18,2,35.19,Alipay
O022870,U01247,P0172,2025-02-25,2,41.69,Wechat
O022871,U01312,P0042,2025-03-23,1,41.56,Alipay
O022872,U08163,P0047,2025-04-16,2,32.74,CreditCard
O022873,U02058,P0019,2025-02-23,2,73.61,Wechat
O022874,U09971,P0038,2025-03-12,4,73.57,Wechat
O022875,U07845,P0066,2025-04-09,1,23.62,Alipay
O022876,U06790,P0156,2025-06-16,1,29.71,Alipay
O022877,U00207,P0063,2025-01-14,3,87.18,Wechat
O022878,U00300,P0087,2025-05-15,1,82.0,Alipay
O022879,U03089,P0125,2025-06-13,3,33.85,Wechat
O022880,U05586,P0096,2025-06-08,1,26.68,CreditCard
O022881,U08070,P0188,2025-06-06,4,51.19,Alipay
O022882,U04335,P0030,2025-06-10,2,15.4,Wechat
O022883,U07095,P0166,2025-06-10,2,67.47,CreditCard
O022884,U01099,P0114,2025-01-25,4,81.13,Alipay
O022885,U01403,P0172,2025-06-05,1,36.44,Wechat
O022886,U06210,P0073,2025-01-15,4,81.19,Alipay
O022887,U06637,P0076,2025-03-17,2,65.88,Wechat
O022888,U01112,P0068,2025-05-01,2,56.1,Wechat
O022889,U07957,P0156,2025-06-22,2,24.35,Alipay
O022890,U09297,P0104,2025-04-18,2,38.16,Wechat
O022891,U07103,P0183,2025-03-19,1,52.23,Alipay
O022892,U05831,P0016,2025-06-02,2,25.93,CreditCard
O022893,U02669,P0081,2025-04-29,2,55.56,Wechat
O022894,U05077,P0045,2025-04-27,4,10.88,CreditCard
O022895,U03275,P0107,2025-06-16,3,12.75,Wechat
O022896,U03911,P0018,2025-06-19,1,47.43,Alipay
O022897,U09192,P0057,2025-02-21,3,8.51,Wechat
O022898,U00183,P0040,2025-02-18,2,20.33,CreditCard
O022899,U00373,P0111,2025-01-28,2,38.55,Alipay
O022900,U06305,P0038,2025-04-08,2,57.09,Alipay
O022901,U05119,P0110,2025-01-08,4,73.04,CreditCard
O022902,U06668,P0055,2025-01-08,1,14.43,CreditCard
O022903,U06632,P0001,2025-03-18,4,30.6,CreditCard
O022904,U02582,P0042,2025-04-26,1,46.91,Alipay
O022905,U03063,P0119,2025-06-23,2,88.87,Wechat
O022906,U02066,P0018,2025-06-14,1,55.22,Wechat
O022907,U03011,P0116,2025-01-10,2,54.2,Alipay
O022908,U08025,P0039,2025-03-20,2,27.23,Wechat
O022909,U06537,P0017,2025-03-24,3,48.53,Wechat
O022910,U06891,P0153,2025-06-24,3,98.53,Alipay
O022911,U01380,P0126,2025-04-29,1,35.16,Alipay
O022912,U05717,P0054,2025-03-25,4,63.56,Alipay
O022913,U07165,P0065,2025-03-03,1,46.84,CreditCard
O022914,U05026,P0173,2025-06-04,3,32.08,CreditCard
O022915,U05341,P0004,2025-05-14,1,41.18,Alipay
O022916,U01423,P0132,2025-01-17,3,66.41,CreditCard
O022917,U01333,P0134,2025-05-08,3,15.64,Alipay
O022918,U09906,P0009,2025-04-28,3,33.49,Alipay
O022919,U03054,P0050,2025-04-11,1,70.07,CreditCard
O022920,U07294,P0054,2025-02-08,2,48.13,Wechat
O022921,U05726,P0053,2025-02-04,1,133.26,Wechat
O022922,U02553,P0200,2025-03-15,1,29.39,CreditCard
O022923,U05260,P0192,2025-02-28,2,28.14,Alipay
O022924,U04002,P0178,2025-03-17,4,107.65,Wechat
O022925,U08547,P0003,2025-03-15,1,34.27,CreditCard
O022926,U02247,P0063,2025-04-12,4,23.79,CreditCard
O022927,U07119,P0026,2025-02-21,4,93.57,CreditCard
O022928,U06271,P0174,2025-02-09,2,31.18,CreditCard
O022929,U02877,P0190,2025-05-16,3,73.02,Alipay
O022930,U06698,P0132,2025-01-01,4,17.64,CreditCard
O022931,U00681,P0094,2025-06-16,3,19.25,CreditCard
O022932,U03593,P0018,2025-02-11,3,46.4,Alipay
O022933,U00675,P0129,2025-01-13,3,31.07,Alipay
O022934,U03649,P0144,2025-01-12,1,15.3,CreditCard
O022935,U07789,P0188,2025-01-21,4,22.57,Alipay
O022936,U02242,P0174,2025-06-12,2,39.75,Alipay
O022937,U08687,P0073,2025-03-08,3,90.86,CreditCard
O022938,U08849,P0141,2025-06-02,4,47.18,Wechat
O022939,U09163,P0191,2025-04-08,2,10.66,CreditCard
O022940,U05000,P0061,2025-05-22,4,23.35,CreditCard
O022941,U06832,P0044,2025-03-16,2,127.66,Wechat
O022942,U00333,P0185,2025-04-06,2,63.83,Alipay
O022943,U09182,P0032,2025-01-20,1,44.45,Alipay
O022944,U05704,P0103,2025-04-03,3,56.38,Alipay
O022945,U00377,P0026,2025-04-20,3,101.12,CreditCard
O022946,U08475,P0134,2025-02-11,2,35.73,Wechat
O022947,U09326,P0110,2025-03-08,1,46.61,Wechat
O022948,U06168,P0001,2025-06-04,3,33.25,CreditCard
O022949,U04113,P0084,2025-03-30,1,70.47,Alipay
O022950,U03276,P0099,2025-06-18,2,45.01,Wechat
O022951,U05340,P0040,2025-03-23,4,7.08,Wechat
O022952,U05196,P0020,2025-04-18,1,20.45,CreditCard
O022953,U03055,P0191,2025-05-21,3,19.06,Alipay
O022954,U00860,P0025,2025-05-12,2,16.99,Alipay
O022955,U02194,P0110,2025-06-14,1,61.14,Alipay
O022956,U06161,P0110,2025-01-12,3,21.84,CreditCard
O022957,U06333,P0050,2025-01-11,1,63.07,Wechat
O022958,U05189,P0105,2025-02-13,1,11.33,Wechat
O022959,U05198,P0059,2025-04-08,1,13.31,CreditCard
O022960,U03151,P0123,2025-02-22,1,34.96,CreditCard
O022961,U04797,P0054,2025-02-03,3,59.37,Wechat
O022962,U00294,P0015,2025-06-05,4,32.68,Wechat
O022963,U08080,P0066,2025-06-26,1,13.78,Alipay
O022964,U04178,P0158,2025-04-13,4,88.04,Alipay
O022965,U07098,P0041,2025-06-04,1,22.28,CreditCard
O022966,U07611,P0140,2025-01-07,2,32.85,Wechat
O022967,U09350,P0185,2025-01-11,4,32.46,Wechat
O022968,U05345,P0161,2025-05-27,2,62.59,Wechat
O022969,U06259,P0057,2025-02-25,3,22.33,Wechat
O022970,U05500,P0066,2025-01-30,2,37.71,Alipay
O022971,U01400,P0106,2025-06-11,3,37.36,Alipay
O022972,U05678,P0047,2025-02-16,1,7.06,Alipay
O022973,U09530,P0027,2025-03-24,2,51.37,CreditCard
O022974,U05153,P0128,2025-04-11,3,15.7,Alipay
O022975,U01334,P0110,2025-05-07,2,52.6,Alipay
O022976,U08197,P0186,2025-03-10,4,102.31,Wechat
O022977,U01903,P0042,2025-03-12,1,78.56,Wechat
O022978,U00141,P0161,2025-01-05,4,39.53,Alipay
O022979,U08991,P0032,2025-02-02,1,80.19,Wechat
O022980,U06043,P0199,2025-02-23,3,43.87,CreditCard
O022981,U06484,P0053,2025-04-19,2,76.57,Wechat
O022982,U09053,P0114,2025-05-20,3,23.93,CreditCard
O022983,U04390,P0023,2025-02-22,2,94.18,CreditCard
O022984,U00991,P0154,2025-05-14,1,31.78,Alipay
O022985,U05567,P0146,2025-03-13,3,90.08,Wechat
O022986,U06390,P0097,2025-04-16,2,37.33,Alipay
O022987,U00944,P0120,2025-04-04,1,18.22,CreditCard
O022988,U06697,P0178,2025-02-08,4,57.16,CreditCard
O022989,U05095,P0031,2025-06-04,4,88.16,CreditCard
O022990,U04216,P0003,2025-06-24,4,36.94,Wechat
O022991,U01675,P0068,2025-04-06,2,43.41,Wechat
O022992,U03401,P0057,2025-05-05,3,40.33,Alipay
O022993,U05940,P0013,2025-04-04,3,98.4,Alipay
O022994,U05909,P0049,2025-06-29,3,26.53,Wechat
O022995,U04843,P0136,2025-06-15,1,29.0,Alipay
O022996,U03491,P0045,2025-04-17,4,22.79,Alipay
O022997,U08537,P0040,2025-02-06,2,53.6,CreditCard
O022998,U06169,P0176,2025-02-08,4,28.79,CreditCard
O022999,U02009,P0119,2025-01-15,2,83.55,Wechat
O023000,U09797,P0121,2025-03-23,2,45.83,CreditCard
O023001,U09840,P0105,2025-04-08,4,19.7,CreditCard
O023002,U04032,P0076,2025-06-06,1,35.39,Alipay
O023003,U05860,P0155,2025-04-11,1,33.87,CreditCard
O023004,U03754,P0026,2025-06-18,3,18.15,CreditCard
O023005,U05265,P0120,2025-03-18,2,13.04,CreditCard
O023006,U04453,P0059,2025-03-20,2,91.42,CreditCard
O023007,U07532,P0116,2025-04-09,2,28.17,CreditCard
O023008,U03724,P0165,2025-05-01,3,81.78,Alipay
O023009,U05964,P0171,2025-01-18,2,62.14,Wechat
O023010,U03648,P0051,2025-05-08,1,28.93,Wechat
O023011,U00844,P0190,2025-06-16,4,13.46,Alipay
O023012,U07211,P0123,2025-02-05,1,29.85,Wechat
O023013,U01440,P0118,2025-06-12,3,47.47,Wechat
O023014,U05333,P0063,2025-06-11,2,46.31,CreditCard
O023015,U04540,P0152,2025-04-13,1,109.73,Alipay
O023016,U01103,P0187,2025-06-29,3,28.43,Wechat
O023017,U03667,P0125,2025-04-21,2,10.55,Alipay
O023018,U07706,P0015,2025-03-27,1,26.82,CreditCard
O023019,U01948,P0063,2025-02-23,3,118.66,CreditCard
O023020,U07792,P0008,2025-03-06,4,71.53,Alipay
O023021,U00130,P0197,2025-06-04,1,18.26,Wechat
O023022,U04091,P0130,2025-04-20,1,22.79,CreditCard
O023023,U02372,P0112,2025-02-11,1,4.98,Wechat
O023024,U01776,P0170,2025-02-15,2,54.88,CreditCard
O023025,U00369,P0057,2025-02-12,1,28.43,CreditCard
O023026,U06985,P0136,2025-01-04,4,32.67,Wechat
O023027,U08255,P0005,2025-02-10,4,28.27,CreditCard
O023028,U03462,P0144,2025-03-29,3,39.64,Wechat
O023029,U05396,P0194,2025-04-09,3,66.51,Alipay
O023030,U03773,P0061,2025-06-21,1,80.12,CreditCard
O023031,U06248,P0052,2025-04-04,4,89.59,CreditCard
O023032,U03261,P0180,2025-04-04,1,50.57,Wechat
O023033,U04253,P0035,2025-06-15,3,121.35,Wechat
O023034,U08827,P0179,2025-06-29,1,19.86,Alipay
O023035,U02275,P0126,2025-03-22,3,14.12,Wechat
O023036,U00056,P0076,2025-04-21,4,15.18,Wechat
O023037,U06289,P0186,2025-01-07,1,34.78,Alipay
O023038,U09815,P0016,2025-03-24,2,61.49,CreditCard
O023039,U07410,P0145,2025-01-25,3,29.22,Alipay
O023040,U05074,P0082,2025-03-23,2,46.94,CreditCard
O023041,U00244,P0194,2025-06-20,2,63.34,Alipay
O023042,U07077,P0099,2025-05-06,2,47.91,Wechat
O023043,U05888,P0012,2025-06-01,1,15.4,CreditCard
O023044,U02294,P0090,2025-04-22,3,30.9,CreditCard
O023045,U06441,P0046,2025-03-27,3,20.25,Wechat
O023046,U00846,P0153,2025-04-05,3,108.03,Alipay
O023047,U02172,P0071,2025-02-21,2,66.12,Wechat
O023048,U07295,P0090,2025-04-29,3,38.19,Alipay
O023049,U01196,P0100,2025-04-11,3,30.43,Wechat
O023050,U00281,P0058,2025-01-01,1,12.79,Alipay
O023051,U01739,P0002,2025-06-16,2,37.05,CreditCard
O023052,U07203,P0099,2025-03-23,1,37.94,Alipay
O023053,U08732,P0024,2025-02-19,1,33.69,CreditCard
O023054,U02344,P0037,2025-03-13,1,29.48,Alipay
O023055,U09824,P0138,2025-05-07,2,71.34,Wechat
O023056,U09219,P0099,2025-01-16,2,48.18,CreditCard
O023057,U00382,P0158,2025-02-07,4,21.07,CreditCard
O023058,U06139,P0192,2025-03-29,2,26.53,Alipay
O023059,U08471,P0052,2025-06-20,1,48.78,Wechat
O023060,U05855,P0144,2025-02-10,2,22.15,CreditCard
O023061,U09710,P0048,2025-05-19,4,51.19,Alipay
O023062,U00617,P0139,2025-02-24,3,49.86,Wechat
O023063,U01571,P0080,2025-02-17,3,35.08,CreditCard
O023064,U00544,P0104,2025-02-13,3,49.79,Wechat
O023065,U02965,P0079,2025-03-27,4,24.43,Alipay
O023066,U09159,P0162,2025-06-13,1,85.31,Alipay
O023067,U05138,P0160,2025-06-25,4,37.13,CreditCard
O023068,U03091,P0019,2025-01-10,1,10.27,Wechat
O023069,U04889,P0070,2025-04-10,4,26.8,Alipay
O023070,U09002,P0150,2025-02-25,1,36.09,Alipay
O023071,U07703,P0008,2025-05-04,1,10.94,CreditCard
O023072,U06730,P0136,2025-03-15,3,40.84,CreditCard
O023073,U03469,P0093,2025-06-29,4,51.32,Wechat
O023074,U09044,P0178,2025-02-14,2,32.52,CreditCard
O023075,U02806,P0096,2025-04-05,4,42.04,Alipay
O023076,U03261,P0155,2025-06-03,2,20.63,Alipay
O023077,U05650,P0047,2025-04-11,3,6.56,Alipay
O023078,U00084,P0166,2025-05-09,2,34.02,Wechat
O023079,U00899,P0177,2025-06-11,2,44.2,Wechat
O023080,U04122,P0117,2025-01-22,4,91.98,CreditCard
O023081,U00476,P0126,2025-05-09,3,13.66,Alipay
O023082,U07614,P0135,2025-01-24,1,25.04,CreditCard
O023083,U06246,P0140,2025-04-23,4,45.81,Wechat
O023084,U08193,P0117,2025-01-05,4,79.17,Wechat
O023085,U06267,P0007,2025-05-15,4,25.38,Alipay
O023086,U03770,P0117,2025-05-31,2,46.73,Wechat
O023087,U01492,P0136,2025-06-10,3,109.7,Alipay
O023088,U05191,P0062,2025-06-19,1,13.99,CreditCard
O023089,U03295,P0116,2025-06-02,2,50.6,CreditCard
O023090,U01340,P0089,2025-02-22,2,16.63,Wechat
O023091,U02425,P0094,2025-03-29,2,40.55,Alipay
O023092,U07902,P0090,2025-01-23,4,53.89,Alipay
O023093,U05385,P0044,2025-06-02,1,31.74,CreditCard
O023094,U05186,P0181,2025-06-10,1,19.52,Wechat
O023095,U02330,P0147,2025-01-07,4,98.99,Wechat
O023096,U05977,P0098,2025-04-22,3,45.83,CreditCard
O023097,U03864,P0034,2025-05-13,2,17.75,CreditCard
O023098,U04396,P0029,2025-05-09,2,112.67,Alipay
O023099,U03021,P0049,2025-06-02,1,27.45,CreditCard
O023100,U05683,P0200,2025-06-04,1,29.97,Alipay
O023101,U01866,P0155,2025-04-26,4,48.24,CreditCard
O023102,U05405,P0015,2025-06-22,3,83.27,Wechat
O023103,U09195,P0121,2025-02-22,3,68.33,Alipay
O023104,U02749,P0030,2025-06-15,3,46.79,Wechat
O023105,U09374,P0187,2025-02-14,4,76.1,Alipay
O023106,U03555,P0159,2025-06-12,2,54.97,Alipay
O023107,U04452,P0111,2025-06-16,1,57.74,Alipay
O023108,U05890,P0004,2025-01-16,3,21.05,Alipay
O023109,U01455,P0075,2025-01-30,4,84.51,Wechat
O023110,U08262,P0144,2025-03-10,2,57.81,Alipay
O023111,U06547,P0149,2025-05-10,2,34.83,Alipay
O023112,U04319,P0017,2025-04-23,3,45.26,Alipay
O023113,U08056,P0071,2025-05-09,2,18.28,Wechat
O023114,U06495,P0152,2025-05-09,1,70.19,Wechat
O023115,U02040,P0140,2025-01-01,3,90.13,Wechat
O023116,U01341,P0174,2025-06-24,4,66.7,CreditCard
O023117,U03977,P0116,2025-04-21,3,23.33,CreditCard
O023118,U02006,P0124,2025-06-05,2,2.7,Wechat
O023119,U03465,P0098,2025-06-10,1,68.22,Alipay
O023120,U03015,P0113,2025-06-22,2,142.98,Alipay
O023121,U01684,P0003,2025-02-21,2,54.26,Alipay
O023122,U05965,P0134,2025-01-08,2,83.17,Wechat
O023123,U00659,P0128,2025-06-15,1,34.7,CreditCard
O023124,U07470,P0022,2025-03-29,4,54.83,Alipay
O023125,U01302,P0088,2025-04-24,3,49.52,CreditCard
O023126,U01273,P0103,2025-06-20,2,19.38,Wechat
O023127,U07225,P0125,2025-02-02,4,27.25,CreditCard
O023128,U05580,P0131,2025-05-24,3,9.5,Wechat
O023129,U09680,P0161,2025-02-26,3,101.07,Alipay
O023130,U03283,P0157,2025-01-24,1,39.83,CreditCard
O023131,U00714,P0022,2025-05-12,1,38.28,Alipay
O023132,U02342,P0188,2025-05-21,4,33.09,CreditCard
O023133,U07441,P0106,2025-03-04,1,36.45,CreditCard
O023134,U01832,P0180,2025-04-17,1,30.69,Wechat
O023135,U08052,P0171,2025-01-03,1,56.39,CreditCard
O023136,U08051,P0146,2025-04-03,2,45.39,Wechat
O023137,U02603,P0050,2025-06-09,4,34.85,Wechat
O023138,U09012,P0029,2025-03-11,2,72.85,Wechat
O023139,U04838,P0139,2025-06-22,4,13.02,Wechat
O023140,U00835,P0121,2025-06-04,2,57.41,Wechat
O023141,U04651,P0184,2025-05-07,4,63.53,Wechat
O023142,U07261,P0160,2025-03-04,1,39.89,Wechat
O023143,U04555,P0064,2025-02-17,3,106.01,Wechat
O023144,U01498,P0168,2025-06-20,4,70.5,Alipay
O023145,U08895,P0056,2025-03-19,3,60.41,Wechat
O023146,U02116,P0117,2025-01-05,4,44.82,CreditCard
O023147,U03433,P0036,2025-05-26,2,32.49,Alipay
O023148,U07281,P0179,2025-03-31,3,22.54,CreditCard
O023149,U01700,P0151,2025-05-15,3,33.86,Alipay
O023150,U05532,P0144,2025-04-21,3,38.8,Alipay
O023151,U03030,P0154,2025-03-07,4,74.19,Wechat
O023152,U04123,P0016,2025-04-20,3,70.47,Wechat
O023153,U02503,P0124,2025-01-28,1,15.98,Alipay
O023154,U00595,P0189,2025-03-12,4,56.61,Wechat
O023155,U07098,P0144,2025-03-07,1,96.44,Wechat
O023156,U01541,P0113,2025-02-07,3,46.46,Wechat
O023157,U05436,P0007,2025-06-02,3,52.48,Wechat
O023158,U07059,P0034,2025-04-16,1,42.12,Wechat
O023159,U01350,P0128,2025-04-23,3,61.92,CreditCard
O023160,U03375,P0084,2025-03-01,2,101.17,CreditCard
O023161,U09928,P0150,2025-06-17,3,13.93,Wechat
O023162,U09613,P0100,2025-05-26,2,27.34,Alipay
O023163,U06402,P0075,2025-05-27,4,84.09,CreditCard
O023164,U09301,P0039,2025-04-10,3,20.11,Wechat
O023165,U05306,P0003,2025-03-19,3,20.01,CreditCard
O023166,U07260,P0014,2025-06-19,1,54.1,Wechat
O023167,U06435,P0091,2025-04-19,3,49.21,Wechat
O023168,U07414,P0132,2025-01-22,4,24.77,CreditCard
O023169,U07846,P0013,2025-03-08,3,53.64,CreditCard
O023170,U09616,P0157,2025-03-08,3,77.59,CreditCard
O023171,U01951,P0195,2025-01-19,1,36.33,Alipay
O023172,U00472,P0051,2025-04-02,1,45.67,Wechat
O023173,U07198,P0148,2025-04-01,4,47.99,Wechat
O023174,U03737,P0075,2025-04-13,4,21.76,Alipay
O023175,U07691,P0166,2025-01-08,4,69.6,Wechat
O023176,U02589,P0161,2025-01-30,4,45.4,CreditCard
O023177,U05800,P0001,2025-04-06,2,17.46,Wechat
O023178,U06391,P0108,2025-05-13,3,81.49,Wechat
O023179,U01751,P0156,2025-01-02,1,74.54,CreditCard
O023180,U05919,P0111,2025-06-26,3,78.91,Wechat
O023181,U03210,P0162,2025-03-14,1,10.42,CreditCard
O023182,U08616,P0180,2025-06-23,4,24.37,Wechat
O023183,U04955,P0002,2025-03-30,1,52.8,Alipay
O023184,U08590,P0023,2025-02-12,4,39.18,Alipay
O023185,U00894,P0033,2025-01-30,3,83.52,Wechat
O023186,U02390,P0099,2025-06-14,2,16.34,Alipay
O023187,U03599,P0193,2025-03-27,3,13.67,Wechat
O023188,U06940,P0086,2025-04-07,4,152.22,Alipay
O023189,U09281,P0111,2025-03-04,4,36.4,Alipay
O023190,U00047,P0046,2025-06-14,2,56.66,Alipay
O023191,U02368,P0073,2025-04-05,3,14.65,Alipay
